owner,team,league,recipient,amount,election_year,party,new_party,new_amount
Charles Johnson,San Francisco Giants,MLB,"FRIENDS OF LEON BENJAMIN, INC.","$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,GARDNER VICTORY COMMITTEE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,HUIZENGA FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,HURD FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,JAIME FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,JASON LEWIS FOR SENATE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,JOHN CARTER FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,"JOHN JAMES FOR SENATE, INC.","$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,KATKO FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,KIM KLACIK FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,KISTNER FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,MARIO DIAZ-BALART FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,MAST VICTORY COMMITTEE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,"MCCAUL FOR CONGRESS, INC","$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,MCGUIRE FOR VIRGINIA,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR SENATE INC,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,MIKE GARCIA FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,NICOLE FOR NEW YORK,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,OLSON FOR CONGRESS COMMITTEE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,PATRIOTS FOR PERRY,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,ROSS SPANO FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,SALAZAR FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,"SANDY SMITH FOR CONGRESS, INC.","$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,SEAN JACKSON FOR CONGRESS COMMITTEE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,SLOCUM FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,STEVE CHABOT FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,STEVE DAINES FOR MONTANA,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,"TEAM GRAHAM, INC.","$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,TEAM HAGERTY,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,TED BUDD FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,THOMAS MASSIE FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,TIM SCOTT FOR SENATE,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,UPTON FOR ALL OF US,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,VAN TAYLOR CAMPAIGN,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,ZELDIN FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charles Johnson,San Francisco Giants,MLB,CARLOS CURBELO CONGRESS,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,CARSON AMERICA,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF FRANK GUINTA,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF JOE HECK,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF PAT TOOMEY,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,GERSON FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,HOEVEN FOR SENATE,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,MARCO RUBIO FOR SENATE 2016,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,PAUL CHABOT CONGRESS,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,RON DESANTIS FOR FLORIDA,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,RON JOHNSON FOR SENATE INC,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,STUTZMAN FOR SENATE,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,WALTERS FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,ALASKANS FOR DAN SULLIVAN,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,BOB HUGIN FOR SENATE INC,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,CRAMER FOR SENATE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,FASO FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MIA LOVE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,GREG FOR MONTANA,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,HELLER FOR SENATE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,"HOOSIERS FOR ROKITA, INC.","$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,HOUSLEY FOR SENATE COMMITTEE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,HURD VICTORY FUND,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,JUDD MATHENY FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,MARSHA FOR SENATE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,MAST FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR SENATE INC,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,MORRISEY FOR SENATE INC,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,PERDUE FOR SENATE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,RENACCI FOR US SENATE,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,SCOTT STURGILL FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,WALTERS FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,COLLINS FOR SENATOR,"$5,400",2020,Republican,Republican,5400
Charles Johnson,San Francisco Giants,MLB,PERDUE VICTORY INC,"$5,200",2020,Republican,Republican,5200
Charles Johnson,San Francisco Giants,MLB,TRUE NORTH PAC,"$5,000",2016,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,HISPANIC VICTORY PAC,"$5,000",2018,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,INVEST IN A STRONG AND SECURE AMERICA,"$5,000",2018,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,MAKING INVESTMENTS MAJORITY INSURED PAC,"$5,000",2018,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),"$5,000",2018,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,DIRIGO PAC,"$5,000",2020,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MIA LOVE PAC,"$5,000",2020,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,NRCC,"$5,000",2020,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC,"$5,000",2020,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,SENATE CONSERVATIVES FUND,"$5,000",2020,Republican,Republican,5000
Charles Johnson,San Francisco Giants,MLB,SPECIAL OPERATIONS FOR AMERICA,"$5,000",2020,"Bipartisan, but mostly Republican",Bipartisan,5000
Charles Johnson,San Francisco Giants,MLB,TEAM PORTMAN,"$4,800",2020,Republican,Republican,4800
Charles Johnson,San Francisco Giants,MLB,ANDREWS FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,COTTON VICTORY,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,DUNCAN D. HUNTER FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MATT GAETZ,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,HUNT FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,JOE COLLINS FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,LIPETRI FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,LISA SONG SUTTON FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,NANCY MACE FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Charles Johnson,San Francisco Giants,MLB,BLUM FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,CARLY FOR PRESIDENT,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,COFFMAN FOR CONGRESS 2016,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,COMMITTEE TO ELECT DARRYL GLENN,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,COMSTOCK FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,CRESENT HARDY FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,DOLD FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,ELBERT GUILLORY FOR AMERICA,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,FASO FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF JOHN MCCAIN INC,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,HURD FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,ISSA FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,"JEB 2016, INC.","$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,JOHN KENNEDY FOR US,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,KATKO FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,KIRK FOR SENATE,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,LINDSEY GRAHAM 2016,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,MAST VICTORY COMMITTEE,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,MIKE GALLAGHER FOR WISCONSIN,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,PATRICK MOONEY FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,POLIQUIN FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,VALADAO FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,"YOUNG FOR IOWA, INC.","$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,ZELDIN FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,ZINKE FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,CAMPBELL 4 MARYLAND,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,CHIP ROY FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,CLAUDIA TENNEY FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,FRIENDS OF DAVE BRAT INC.,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,"HANDEL FOR CONGRESS, INC.","$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,JEFF DOVE FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,JOHN JAMES FOR SENATE INC,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,MARK GREEN FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,MATT ROSENDALE FOR MONTANA,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,MIKE BRAUN FOR INDIANA,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,RICK FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,ROHRABACHER FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,ROTHFUS VICTORY COMMITTEE,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,RUSS FULCHER FOR IDAHO,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,TARKANIAN FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,TOM CAMPBELL FOR NORTH DAKOTA,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,WICKER FOR SENATE,"$2,700",2018,Republican,Republican,2700
Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Charles Johnson,San Francisco Giants,MLB,BLACK AMERICA'S POLITICAL ACTION COMMITTEE,"$2,500",2020,Republican,Republican,2500
Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,"$2,500",2020,Democrat,Democrat,2500
Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),"$2,000",2016,Republican,Republican,2000
Charles Johnson,San Francisco Giants,MLB,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,"$1,000",2018,Republican,Republican,1000
Charles Johnson,San Francisco Giants,MLB,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,$400,2018,Republican,Republican,400
Charles K. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,"$5,000",2016,Republican,Republican,5000
Charlie Jacobs,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$10,000",2016,Bipartisan,Bipartisan,10000
Charlie Jacobs,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$10,000",2018,Bipartisan,Bipartisan,10000
Charlie Jacobs,Boston Bruins,NHL,JACOBS FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Charlie Jacobs,Boston Bruins,NHL,HILLARY VICTORY FUND,"$5,000",2016,Democrat,Democrat,5000
Charlie Jacobs,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,"$5,000",2018,Democrat,Democrat,5000
Charlie Jacobs,Boston Bruins,NHL,KENNEDY FOR MASSACHUSETTS,"$2,800",2020,Democrat,Democrat,2800
Charlie Jacobs,Boston Bruins,NHL,HILLARY FOR AMERICA,"$2,700",2016,Democrat,Democrat,2700
Charlie Jacobs,Boston Bruins,NHL,COLLINS VICTORY FUND,"$2,300",2018,Republican,Republican,2300
Charlie Jacobs,Boston Bruins,NHL,GILLIBRAND FOR SENATE,"$2,100",2018,Democrat,Democrat,2100
Charlie Jacobs,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,"$2,000",2016,Republican,Republican,2000
Charlie Jacobs,Boston Bruins,NHL,MOULTON FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
Charlie Jacobs,Boston Bruins,NHL,TOM REED FOR CONGRESS,$500,2016,Republican,Republican,500
Charlie Jacobs,Boston Bruins,NHL,JAKE AUCHINCLOSS FOR CONGRESS,$500,2020,Democrat,Democrat,500
Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,"$5,000",2016,Republican,Republican,5000
Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,"$5,000",2020,Republican,Republican,5000
Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN NATIONAL COMMITTEE,"$1,300",2020,Republican,Republican,1300
Chip Ganassi,Chip Ganassi Racing,NASCAR,WINRED,$600,2020,Republican,Republican,600
Chris Ilitch,"Detroit Tigers, Detroit Red Wings","MLB, NHL",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,"$5,000",2018,Bipartisan,Bipartisan,5000
Chris Ilitch,"Detroit Tigers, Detroit Red Wings","MLB, NHL",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,"$5,000",2020,Bipartisan,Bipartisan,5000
Christopher Johnson,New York Jets,NFL,FRIENDS OF KELLY AYOTTE INC,"$2,700",2016,Republican,Republican,2700
Christopher Johnson,New York Jets,NFL,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),"$2,600",2016,Republican,Republican,2600
Christopher Johnson,New York Jets,NFL,FRIENDS OF JOHN MCCAIN INC (SEDONA PAC),$100,2016,Republican,Republican,100
Clark Hunt,Kansas City Chiefs,NFL,KEEP THE SENATE RED 2016,"$10,800",2016,Republican,Republican,10800
Clark Hunt,Kansas City Chiefs,NFL,TEAM RYAN,"$10,400",2016,Republican,Republican,10400
Clark Hunt,Kansas City Chiefs,NFL,CORNYN MAJORITY COMMITTEE,"$5,600",2020,Republican,Republican,5600
Clark Hunt,Kansas City Chiefs,NFL,CORNYN MAJORITY COMMITTEE,"$5,400",2018,Republican,Republican,5400
Clark Hunt,Kansas City Chiefs,NFL,NRCC,"$5,000",2018,Republican,Republican,5000
Clark Hunt,Kansas City Chiefs,NFL,LINDSTROM FOR SENATE,"$2,800",2020,Republican,Republican,2800
Clark Hunt,Kansas City Chiefs,NFL,PORTMAN FOR SENATE COMMITTEE,"$2,700",2016,Republican,Republican,2700
Clark Hunt,Kansas City Chiefs,NFL,PETE SESSIONS FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Clark Hunt,Kansas City Chiefs,NFL,TED CRUZ FOR SENATE,"$2,700",2018,Republican,Republican,2700
Clark Hunt,Kansas City Chiefs,NFL,MOKAN VICTORY FUND,"$2,500",2016,Republican,Republican,2500
Clark Hunt,Kansas City Chiefs,NFL,2018 REPUBLICAN CHALLENGERS FUND,"$2,500",2018,Republican,Republican,2500
Clark Hunt,Kansas City Chiefs,NFL,CITIZENS FOR JOSH MANDEL INC,$575,2018,Republican,Republican,575
Clayton Bennett,Oklahoma City Thunder,NBA,RIGHT TO RISE USA,"$12,500",2016,Republican,Republican,12500
Clayton Bennett,Oklahoma City Thunder,NBA,FRIENDS OF JIM INHOFE,"$5,600",2020,Republican,Republican,5600
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Clayton Bennett,Oklahoma City Thunder,NBA,FAMILIES FOR JAMES LANKFORD,"$5,400",2016,Republican,Republican,5400
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Clayton Bennett,Oklahoma City Thunder,NBA,"JEB 2016, INC.","$2,700",2016,Republican,Republican,2700
Clayton Bennett,Oklahoma City Thunder,NBA,TOM ATKINSON FOR CONGRESS,"$2,700",2016,Republican,Republican,2700
Clayton Bennett,Oklahoma City Thunder,NBA,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,"$2,600",2016,Republican,Republican,2600
Clayton Bennett,Oklahoma City Thunder,NBA,LUCAS FOR CONGRESS,"$1,000",2016,Republican,Republican,1000
Clayton Bennett,Oklahoma City Thunder,NBA,CORY GARDNER FOR SENATE,"$1,000",2020,Republican,Republican,1000
Clayton Bennett,Oklahoma City Thunder,NBA,CRUMPACKER FOR CONGRESS,"$1,000",2020,Republican,Republican,1000
Clayton Bennett,Oklahoma City Thunder,NBA,ROGER FOR CONGRESS VICTORY FUND,"$1,000",2020,Republican,Republican,1000
Clayton Bennett,Oklahoma City Thunder,NBA,WINRED,"$1,000",2020,Republican,Republican,1000
Craig Leipold,Minnesota Wild,NHL,UNINTIMIDATED PAC INC,"$50,000",2016,Republican,Republican,50000
Craig Leipold,Minnesota Wild,NHL,RON JOHNSON VICTORY,"$11,200",2020,Republican,Republican,11200
Craig Leipold,Minnesota Wild,NHL,REPUBLICAN PARTY OF WISCONSIN,"$10,000",2016,Republican,Republican,10000
Craig Leipold,Minnesota Wild,NHL,DUFFY FOR WISCONSIN,"$5,600",2020,Republican,Republican,5600
Craig Leipold,Minnesota Wild,NHL,DUFFY VICTORY FUND,"$5,600",2020,Republican,Republican,5600
Craig Leipold,Minnesota Wild,NHL,"STEIL FOR WISCONSIN, INC.","$5,600",2020,Republican,Republican,5600
Craig Leipold,Minnesota Wild,NHL,RON JOHNSON FOR SENATE INC,"$5,400",2016,Republican,Republican,5400
Craig Leipold,Minnesota Wild,NHL,SCOTT WALKER INC,"$5,400",2016,Republican,Republican,5400
Craig Leipold,Minnesota Wild,NHL,DUFFY VICTORY FUND,"$5,400",2018,Republican,Republican,5400
Craig Leipold,Minnesota Wild,NHL,HOUSLEY FOR SENATE COMMITTEE,"$5,400",2018,Republican,Republican,5400
Craig Leipold,Minnesota Wild,NHL,LEAH FOR SENATE,"$5,400",2018,Republican,Republican,5400
Craig Leipold,Minnesota Wild,NHL,WINRED,"$3,000",2020,Republican,Republican,3000
Craig Leipold,Minnesota Wild,NHL,RON JOHNSON FOR SENATE INC,"$2,810",2020,Republican,Republican,2810
Craig Leipold,Minnesota Wild,NHL,JOHNSON VICTORY COMMITTEE,"$2,700",2016,Republican,Republican,2700
Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,"$2,700",2018,Republican,Republican,2700
